SYMBOL,COMPANY_NAME,SECTOR
TVVISION,TV Vision Limited,Nifty Media
UBL,United Breweries Limited,Nifty FMCG
UCAL,UCAL LIMITED,Nifty 50
UCOBANK,UCO Bank,Nifty PSU Bank
UDS,Updater Services Limited,Nifty 50
UEL,Ujaas Energy Limited,Nifty Energy
UFLEX,UFLEX Limited,Nifty 50
UFO,UFO Moviez India Limited,Nifty 50
UGARSUGAR,The Ugar Sugar Works Limited,Nifty 50
UGROCAP,Ugro Capital Limited,Nifty Financial Services
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Nifty Bank
ULTRACEMCO,UltraTech Cement Limited,Nifty IT
UMAEXPORTS,Uma Exports Limited,Nifty 50
UMESLTD,Usha Martin Education & Solutions Limited,Nifty IT
UMIYA-MRO,UMIYA BUILDCON LIMITED,Nifty 50
UNICHEMLAB,Unichem Laboratories Limited,Nifty Pharma
UNIDT,United Drilling Tools Limited,Nifty 50
UNIECOM,Unicommerce Esolutions Limited,Nifty IT
UNIENTER,Uniphos Enterprises Limited,Nifty 50
UNIINFO,Uniinfo Telecom Services Limited,Nifty 50
UNIMECH,Unimech Aerospace and Manufacturing Limited,Nifty 50
UNIONBANK,Union Bank of India,Nifty PSU Bank
UNIPARTS,Uniparts India Limited,Nifty 50
UNITDSPR,United Spirits Limited,Nifty 50
UNITECH,Unitech Limited,Nifty IT
UNITEDPOLY,United Polyfab Gujarat Limited,Nifty 50
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Nifty 50
UNIVASTU,Univastu India Limited,Nifty 50
UNIVCABLES,Universal Cables Limited,Nifty 50
UNIVPHOTO,Universus Photo Imagings Limited,Nifty 50
UNOMINDA,UNO Minda Limited,Nifty 50
UPL,UPL Limited,Nifty 50
URAVIDEF,Uravi Defence and Technology Limited,Nifty IT
URBANCO,Urban Company Limited,Nifty 50
URJA,Urja Global Limited,Nifty 50
USHAMART,Usha Martin Limited,Nifty 50
USK,Udayshivakumar Infra Limited,Nifty 50
UTIAMC,UTI Asset Management Company Limited,Nifty 50
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Nifty Bank
UTTAMSUGAR,Uttam Sugar Mills Limited,Nifty 50
UYFINCORP,U. Y. Fincorp Limited,Nifty 50
V2RETAIL,V2 Retail Limited,Nifty 50
VADILALIND,Vadilal Industries Limited,Nifty 50
VAIBHAVGBL,Vaibhav Global Limited,Nifty 50
VAISHALI,Vaishali Pharma Limited,Nifty Pharma
VAKRANGEE,Vakrangee Limited,Nifty 50
VALIANTLAB,Valiant Laboratories Limited,Nifty Pharma
VALIANTORG,Valiant Organics Limited,Nifty 50
VARDHACRLC,Vardhman Acrylics Limited,Nifty 50
VARDMNPOLY,Vardhman Polytex Limited,Nifty 50
VARROC,Varroc Engineering Limited,Nifty 50
VASCONEQ,Vascon Engineers Limited,Nifty 50
VASWANI,Vaswani Industries Limited,Nifty 50
VBL,Varun Beverages Limited,Nifty FMCG
VCL,Vaxtex Cotfab Limited,Nifty 50
VEDL,Vedanta Limited,Nifty Metal
VEEDOL,Veedol Corporation Limited,Nifty 50
VENKEYS,Venky's (India) Limited,Nifty 50
VENTIVE,Ventive Hospitality Limited,Nifty 50
VENUSPIPES,Venus Pipes & Tubes Limited,Nifty 50
VENUSREM,Venus Remedies Limited,Nifty 50
VERANDA,Veranda Learning Solutions Limited,Nifty IT
VERTOZ,Vertoz Limited,Nifty 50
VESUVIUS,Vesuvius India Limited,Nifty 50
VETO,Veto Switchgears And Cables Limited,Nifty 50
VGUARD,V-Guard Industries Limited,Nifty 50
VHL,Vardhman Holdings Limited,Nifty Financial Services
VHLTD,Viceroy Hotels Limited,Nifty 50
VIDHIING,Vidhi Specialty Food Ingredients Limited,Nifty 50
VIJAYA,Vijaya Diagnostic Centre Limited,Nifty 50
VIJIFIN,Viji Finance Limited,Nifty Financial Services
VIKASECO,Vikas EcoTech Limited,Nifty IT
VIKASLIFE,Vikas Lifecare Limited,Nifty 50
VIKRAMSOLR,Vikram Solar Limited,Nifty Energy
VIKRAN,Vikran Engineering Limited,Nifty 50
VIMTALABS,Vimta Labs Limited,Nifty Pharma
VINATIORGA,Vinati Organics Limited,Nifty 50
VINCOFE,Vintage Coffee And Beverages Limited,Nifty FMCG
VINDHYATEL,Vindhya Telelinks Limited,Nifty 50
VINEETLAB,Vineet Laboratories Limited,Nifty Pharma
VINNY,Vinny Overseas Limited,Nifty 50
VINYLINDIA,Vinyl Chemicals (India) Limited,Nifty 50
VIPCLOTHNG,VIP Clothing Limited,Nifty 50
VIPIND,VIP Industries Limited,Nifty 50
VIPULLTD,Vipul Limited,Nifty 50
VIRINCHI,Virinchi Limited,Nifty 50
VISAKAIND,Visaka Industries Limited,Nifty 50
VISASTEEL,Visa Steel Limited,Nifty Metal
VISHNU,Vishnu Chemicals Limited,Nifty 50
VISHWARAJ,Vishwaraj Sugar Industries Limited,Nifty 50
VIVIDHA,Visagar Polytex Limited,Nifty 50
VLEGOV,VL E-Governance & IT Solutions Limited,Nifty IT
VLSFINANCE,VLS Finance Limited,Nifty Financial Services
VMART,V-Mart Retail Limited,Nifty 50
VMM,Vishal Mega Mart Limited,Nifty 50
VMSTMT,VMS TMT Limited,Nifty 50
VOLTAMP,Voltamp Transformers Limited,Nifty 50
VOLTAS,Voltas Limited,Nifty 50
VPRPL,Vishnu Prakash R Punglia Limited,Nifty 50
VRAJ,Vraj Iron and Steel Limited,Nifty Metal
VRLLOG,VRL Logistics Limited,Nifty 50
VSSL,Vardhman Special Steels Limited,Nifty Metal
VSTIND,VST Industries Limited,Nifty 50
VSTL,Vibhor Steel Tubes Limited,Nifty Metal
VSTTILLERS,V.S.T Tillers Tractors Limited,Nifty 50
VTL,Vardhman Textiles Limited,Nifty 50
WAAREEENER,Waaree Energies Limited,Nifty 50
WAAREEINDO,Indosolar Limited,Nifty Energy
WAAREERTL,Waaree Renewable Technologies Limited,Nifty IT
WABAG,VA Tech Wabag Limited,Nifty IT
WALCHANNAG,Walchandnagar Industries Limited,Nifty 50
WANBURY,Wanbury Limited,Nifty 50
WCIL,Western Carriers (India) Limited,Nifty 50
WEALTH,Wealth First Portfolio Managers Limited,Nifty 50
WEBELSOLAR,Websol Energy System Limited,Nifty Energy
WEIZMANIND,Weizmann Limited,Nifty 50
WEL,Wonder Electricals Limited,Nifty 50
WELCORP,Welspun Corp Limited,Nifty Metal
WELENT,Welspun Enterprises Limited,Nifty 50
WELINV,Welspun Investments and Commercials Limited,Nifty Financial Services
WELSPUNLIV,Welspun Living Limited,Nifty 50
WENDT,Wendt (India) Limited,Nifty 50
WESTLIFE,WESTLIFE FOODWORLD LIMITED,Nifty 50
WEWIN,WE WIN LIMITED,Nifty 50
WHEELS,Wheels India Limited,Nifty Auto
WHIRLPOOL,Whirlpool of India Limited,Nifty 50
WILLAMAGOR,Williamson Magor & Company Limited,Nifty 50
WINDLAS,Windlas Biotech Limited,Nifty IT
WINDMACHIN,Windsor Machines Limited,Nifty Energy
WINSOME,Winsome Yarns Limited,Nifty 50
WIPL,The Western India Plywoods Limited,Nifty 50
WIPRO,Wipro Limited,Nifty IT
WOCKPHARMA,Wockhardt Limited,Nifty 50
WONDERLA,Wonderla Holidays Limited,Nifty 50
WORTH,Worth Peripherals Limited,Nifty 50
WSI,W S Industries (I) Limited,Nifty 50
WSTCSTPAPR,West Coast Paper Mills Limited,Nifty 50
XCHANGING,Xchanging Solutions Limited,Nifty IT
XELPMOC,Xelpmoc Design And Tech Limited,Nifty IT
XPROINDIA,Xpro India Limited,Nifty 50
XTGLOBAL,Xtglobal Infotech Limited,Nifty IT
YASHO,Yasho Industries Limited,Nifty 50
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Nifty 50
YATRA,Yatra Online Limited,Nifty 50
YESBANK,Yes Bank Limited,Nifty Private Bank
YUKEN,Yuken India Limited,Nifty 50
ZAGGLE,Zaggle Prepaid Ocean Services Limited,Nifty 50
ZEEL,Zee Entertainment Enterprises Limited,Nifty Media
ZEELEARN,Zee Learn Limited,Nifty 50
ZEEMEDIA,Zee Media Corporation Limited,Nifty Media
ZENITHEXPO,Zenith Exports Limited,Nifty 50
ZENITHSTL,Zenith Steel Pipes & Industries Limited,Nifty Metal
ZENSARTECH,Zensar Technologies Limited,Nifty IT
ZENTEC,Zen Technologies Limited,Nifty IT
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Nifty IT
ZIMLAB,Zim Laboratories Limited,Nifty Pharma
ZODIAC,Zodiac Energy Limited,Nifty Energy
ZODIACLOTH,Zodiac Clothing Company Limited,Nifty 50
ZOTA,Zota Health Care LImited,Nifty 50
ZUARI,Zuari Agro Chemicals Limited,Nifty FMCG
ZUARIIND,ZUARI INDUSTRIES LIMITED,Nifty 50
ZYDUSLIFE,Zydus Lifesciences Limited,Nifty Pharma
ZYDUSWELL,Zydus Wellness Limited,Nifty 50
